	Glycine_max.Glycine_max_v2.0.pep.all.fa	Lj3.0_pep.fa	Lupinus_angustifolius.LupAngTanjil_v1.0.pep.all.fa	Medicago_truncatula.MedtrA17_4.0.pep.all.fa	Phaseolus_vulgaris.PhaVulg1_0.pep.all.fa
OG0075239				KEH27057	
OG0075240				AES75267	
OG0075241				KEH26015	
OG0075242				AES75609	
OG0075243				AES75939	
OG0075244				KEH26736	
OG0075245				AES75358	
OG0075246				AES75073	
OG0075247				AES76091	
OG0075248				KEH25287	
OG0075249				KEH26045	
OG0075250				KEH25799	
OG0075251				AES76819	
OG0075252				KEH26399	
OG0075253				KEH27135	
OG0075254				AES75865	
OG0075255				AES74821	
OG0075256				KEH25209	
OG0075257				KEH27151	
OG0075258				AES74669	
OG0075259				KEH26301	
OG0075260				KEH27022	
OG0075261				KEH26739	
OG0075262				KEH25497	
OG0075263				KEH24938	
OG0075264				AES75415	
OG0075265				KEH26813	
OG0075266				KEH24835	
OG0075267				AES74582	
OG0075268				KEH25732	
OG0075269				KEH27012	
OG0075270				AES76808	
OG0075271				KEH27127	
OG0075272				KEH25158	
OG0075273				AES74926	
OG0075274				AES75186	
OG0075275				AES76040	
OG0075276				KEH26915	
OG0075277				KEH25503	
OG0075278				AES76853	
OG0075279				AES75793	
OG0075280				KEH26264	
OG0075281				KEH25585	
OG0075282				KEH25891	
OG0075283				AES76037	
OG0075284				KEH26237	
OG0075285				KEH25727	
OG0075286				AES74681	
OG0075287				AES75969	
OG0075288				AES75942	
OG0075289				KEH25524	
OG0075290				AES75285	
OG0075291				KEH25801	
OG0075292				KEH26772	
OG0075293				AES75154	
OG0075294				AES74374	
OG0075295				KEH26776	
OG0075296				KEH26313	
OG0075297				KEH26189	
OG0075298				KEH26076	
OG0075299				KEH27118	
OG0075300				KEH27124	
OG0075301				KEH24917	
OG0075302				AES76848	
OG0075303				AES76113	
OG0075304				KEH26060	
OG0075305				KEH25103	
OG0075306				AES75842	
OG0075307				AES74384	
OG0075308				AES75799	
OG0075309				KEH26314	
OG0075310				AES74442	
OG0075311				KEH25878	
OG0075312				KEH25793	
OG0075313				KEH25792	
OG0075314				KEH26773	
OG0075315				KEH26624	
OG0075316				AES75007	
OG0075317				AES75024	
OG0075318				AES75287	
OG0075319				KEH25023	
OG0075320				AES75724	
OG0075321				AES76123	
OG0075322				KEH27205	
OG0075323				KEH25748	
OG0075324				KEH25311	
OG0075325				KEH26819	
OG0075326				KEH26004	
OG0075327				AES76053	
OG0075328				KEH26863	
OG0075329				AES75617	
OG0075330				KEH26651	
OG0075331				AES75146	
OG0075332				AES75878	
OG0075333				KEH26581	
OG0075334				KEH26613	
OG0075335				KEH26204	
OG0075336				KEH26412	
OG0075337				AES74859	
OG0075338				KEH26963	
OG0075339				AES75941	
OG0075340				KEH24776	
OG0075341				AES76379	
OG0075342				AES75147	
OG0075343				KEH25712	
OG0075344				KEH27264	
OG0075345				KEH27015	
OG0075346				KEH26788	
OG0075347				AES76893	
OG0075348				AES76420	
OG0075349				AES76484	
OG0075350				AES76271	
OG0075351				KEH27190	
OG0075352				KEH25667	
OG0075353				KEH24900	
OG0075354				KEH26982	
OG0075355				AES75370	
OG0075356				KEH25035	
OG0075357				KEH25110	
OG0075358				KEH25813	
OG0075359				KEH25495	
OG0075360				KEH25118	
OG0075361				AES74735	
OG0075362				AES75820	
OG0075363				AES75408	
OG0075364				AES74364	
OG0075365				AES74825	
OG0075366				KEH27203	
OG0075367				AES75516	
OG0075368				KEH25052	
OG0075369				KEH25954	
OG0075370				KEH25444	
OG0075371				KEH25452	
OG0075372				KEH26012	
OG0075373				AES76370	
OG0075374				KEH25272	
OG0075375				KEH27291	
OG0075376				KEH25414	
OG0075377				KEH26086	
OG0075378				KEH25285	
OG0075379				KEH26862	
OG0075380				KEH25852	
OG0075381				KEH26659	
OG0075382				AES75221	
OG0075383				KEH25498	
OG0075384				AES76300	
OG0075385				KEH26652	
OG0075386				KEH25900	
OG0075387				KEH25453	
OG0075388				KEH25828	
OG0075389				AES75945	
OG0075390				KEH25741	
OG0075391				AES76691	
OG0075392				AES74811	
OG0075393				KEH25417	
OG0075394				KEH27005	
OG0075395				AES74475	
OG0075396				KEH26043	
OG0075397				KEH24946	
OG0075398				KEH26107	
OG0075399				KEH25215	
OG0075400				KEH25214	
OG0075401				KEH26021	
OG0075402				KEH25190	
OG0075403				KEH24983	
OG0075404				AES76758	
OG0075405				KEH24874	
OG0075406				KEH25451	
OG0075407				KEH26356	
OG0075408				AES75427	
OG0075409				AES76684	
OG0075410				KEH25805	
OG0075411				KEH26349	
OG0075412				AES75852	
OG0075413				KEH27097	
OG0075414				KEH26694	
OG0075415				KEH26211	
OG0075416				KEH25752	
OG0075417				AES76471	
OG0075418				KEH25114	
OG0075419				KEH26714	
OG0075420				KEH25046	
OG0075421				AES74791	
OG0075422				KEH25252	
OG0075423				AES75101	
OG0075424				KEH25213	
OG0075425				KEH25191	
OG0075426				KEH25288	
OG0075427				KEH27154	
OG0075428				AES74880	
OG0075429				KEH27227	
OG0075430				AES76799	
OG0075431				KEH26794	
OG0075432				KEH26979	
OG0075433				KEH26578	
OG0075434				KEH25822	
OG0075435				KEH26214	
OG0075436				KEH26690	
OG0075437				KEH25404	
OG0075438				AES76364	
OG0075439				AES77122	
OG0075440				AES75435	
OG0075441				KEH25256	
OG0075442				AES76869	
OG0075443				KEH26230	
OG0075444				AES76397	
OG0075445				KEH25494	
OG0075446				AES75091	
OG0075447				KEH25312	
OG0075448				AES74740	
OG0075449				AES76894	
OG0075450				AES75778	
OG0075451				KEH26333	
OG0075452				AES76511	
OG0075453				KEH25306	
OG0075454				AES74782	
OG0075455				KEH25201	
OG0075456				KEH24743	
OG0075457				KEH25550	
OG0075458				KEH25514	
OG0075459				AES75320	
OG0075460				AES75625	
OG0075461				KEH26323	
OG0075462				KEH25869	
OG0075463				KEH26258	
OG0075464				AES75322	
OG0075465				KEH25505	
OG0075466				KEH25439	
OG0075467				KEH26738	
OG0075468				KEH27210	
OG0075469				KEH24877	
OG0075470				KEH25994	
OG0075471				KEH27268	
OG0075472				AES77162	
OG0075473				KEH26162	
OG0075474				KEH24859	
OG0075475				AES76304	
OG0075476				KEH26142	
OG0075477				KEH25129	
OG0075478				KEH25271	
OG0075479				KEH25122	
OG0075480				KEH26027	
OG0075481				AES74941	
OG0075482				AES75298	
OG0075483				KEH26150	
OG0075484				KEH25884	
OG0075485				KEH24824	
OG0075486				KEH24855	
OG0075487				AES75917	
OG0075488				AES75023	
OG0075489				AES75843	
OG0075490				KEH27150	
OG0075491				KEH26047	
OG0075492				KEH25356	
OG0075493				KEH26094	
OG0075494				KEH24944	
OG0075495				KEH27209	
OG0075496				KEH26616	
OG0075497				KEH25022	
OG0075498				KEH25825	
OG0075499				AES75193	
OG0075500				KEH24901	
OG0075501				AES74602	
OG0075502				AES75841	
OG0075503				KEH27246	
OG0075504				KEH26887	
OG0075505				AES76426	
OG0075506				KEH26960	
OG0075507				KEH25701	
OG0075508				AES76633	
OG0075509				AES75579	
OG0075510				KEH26208	
OG0075511				AES76966	
OG0075512				KEH26470	
OG0075513				KEH26906	
OG0075514				KEH25971	
OG0075515				AES75112	
OG0075516				AES76553	
OG0075517				AES76183	
OG0075518				KEH25181	
OG0075519				KEH27161	
OG0075520				AES74518	
OG0075521				KEH27024	
OG0075522				KEH25753	
OG0075523				KEH25506	
OG0075524				AES75692	
OG0075525				KEH26416	
OG0075526				KEH26797	
OG0075527				AES76649	
OG0075528				KEH25824	
OG0075529				KEH24782	
OG0075530				AES74401	
OG0075531				KEH26174	
OG0075532				AES75772	
OG0075533				AES75303	
OG0075534				AES77012	
OG0075535				KEH25948	
OG0075536				AES75188	
OG0075537				KEH26172	
OG0075538				AES74932	
OG0075539				KEH26124	
OG0075540				KEH25926	
OG0075541				AES77102	
OG0075542				AES76158	
OG0075543				AES75167	
OG0075544				AES77114	
OG0075545				KEH25247	
OG0075546				AES75261	
OG0075547				AES76627	
OG0075548				AES76449	
OG0075549				KEH24793	
OG0075550				KEH25400	
OG0075551				AES74868	
OG0075552				KEH25014	
OG0075553				KEH25762	
OG0075554				KEH25204	
OG0075555				KEH26814	
OG0075556				AES75158	
OG0075557				AES74379	
OG0075558				KEH26317	
OG0075559				KEH24850	
OG0075560				AES75819	
OG0075561				KEH25853	
OG0075562				KEH25928	
OG0075563				KEH25804	
OG0075564				KEH24873	
OG0075565				AES74483	
OG0075566				AES76969	
OG0075567				KEH27020	
OG0075568				KEH26000	
OG0075569				AES74981	
OG0075570				KEH26232	
OG0075571				AES75627	
OG0075572				KEH25020	
OG0075573				KEH25834	
OG0075574				AES76585	
OG0075575				KEH25338	
OG0075576				KEH26654	
OG0075577				AES74917	
OG0075578				KEH26168	
OG0075579				KEH26822	
OG0075580				KEH26024	
OG0075581				KEH26678	
OG0075582				KEH26402	
OG0075583				KEH25565	
OG0075584				AES74999	
OG0075585				KEH25138	
OG0075586				AES76878	
OG0075587				KEH26834	
OG0075588				KEH25535	
OG0075589				AES74631	
OG0075590				KEH24881	
OG0075591				KEH25465	
OG0075592				AES75546	
OG0075593				KEH27047	
OG0075594				KEH25705	
OG0075595				AES74377	
OG0075596				KEH27113	
OG0075597				AES75827	
OG0075598				AES76726	
OG0075599				KEH25937	
OG0075600				KEH24738	
OG0075601				AES75248	
OG0075602				AES76763	
OG0075603				AES74984	
OG0075604				KEH26030	
OG0075605				KEH26560	
OG0075606				AES75163	
OG0075607				KEH26623	
OG0075608				KEH27034	
OG0075609				KEH25923	
OG0075610				KEH27174	
OG0075611				AES76911	
OG0075612				KEH26042	
OG0075613				AES76439	
OG0075614				KEH27237	
OG0075615				AES74505	
OG0075616				KEH25067	
OG0075617				KEH24805	
OG0075618				KEH27137	
OG0075619				KEH25415	
OG0075620				KEH24862	
OG0075621				AES75557	
OG0075622				KEH26370	
OG0075623				KEH25093	
OG0075624				KEH26001	
OG0075625				KEH25200	
OG0075626				AES75152	
OG0075627				KEH25638	
OG0075628				AES75726	
OG0075629				AES76366	
OG0075630				KEH26028	
OG0075631				KEH25951	
OG0075632				AES76972	
OG0075633				KEH25924	
OG0075634				KEH26708	
OG0075635				KEH25723	
OG0075636				AES76683	
OG0075637				KEH25649	
OG0075638				AES75110	
OG0075639				AES74930	
OG0075640				KEH26079	
OG0075641				AES75788	
OG0075642				AES76089	
OG0075643				AES76090	
OG0075644				KEH25353	
OG0075645				KEH26368	
OG0075646				AES74484	
OG0075647				KEH27088	
OG0075648				KEH26770	
OG0075649				KEH27060	
OG0075650				KEH24751	
OG0075651				KEH25829	
OG0075652				KEH25627	
OG0075653				KEH25281	
OG0075654				KEH26649	
OG0075655				AES76444	
OG0075656				AES74915	
OG0075657				KEH25791	
OG0075658				AES75723	
OG0075659				KEH26513	
OG0075660				KEH26750	
OG0075661				KEH26991	
OG0075662				AES76076	
OG0075663				AES74923	
OG0075664				AES76435	
OG0075665				KEH25512	
OG0075666				AES76330	
OG0075667				AES76953	
OG0075668				AES77080	
OG0075669				KEH26469	
OG0075670				AES75618	
OG0075671				KEH25887	
OG0075672				AES74951	
OG0075673				KEH26804	
OG0075674				AES75291	
OG0075675				KEH26223	
OG0075676				KEH25257	
OG0075677				AES76428	
OG0075678				KEH27063	
OG0075679				AES75965	
OG0075680				AES75647	
OG0075681				KEH26459	
OG0075682				KEH25632	
OG0075683				KEH25677	
OG0075684				KEH24906	
OG0075685				KEH25823	
OG0075686				KEH26913	
OG0075687				AES74530	
OG0075688				KEH27010	
OG0075689				KEH26280	
OG0075690				KEH26941	
OG0075691				KEH24985	
OG0075692				AES75959	
OG0075693				KEH25912	
OG0075694				KEH25325	
OG0075695				KEH25299	
OG0075696				KEH24948	
OG0075697				AES74440	
OG0075698				AES76396	
OG0075699				KEH24746	
OG0075700				KEH26025	
OG0075701				KEH25577	
OG0075702				AES74568	
OG0075703				KEH25816	
OG0075704				KEH25333	
OG0075705				AES74692	
OG0075706				KEH25037	
OG0075707				KEH25880	
OG0075708				AES75067	
OG0075709				KEH26064	
OG0075710				KEH26958	
OG0075711				KEH26998	
OG0075712				KEH24974	
OG0075713				KEH26544	
OG0075714				AES76744	
OG0075715				KEH26593	
OG0075716				KEH26608	
OG0075717				KEH25897	
OG0075718				KEH24791	
OG0075719				AES74608	
OG0075720				AES75402	
OG0075721				AES74434	
OG0075722				KEH25388	
OG0075723				KEH26911	
OG0075724				AES74525	
OG0075725				KEH26557	
OG0075726				KEH25879	
OG0075727				AES75940	
OG0075728				KEH25148	
OG0075729				KEH25348	
OG0075730				AES75979	
OG0075731				KEH26432	
OG0075732				AES76385	
OG0075733				AES76273	
OG0075734				AES75084	
OG0075735				AES75178	
OG0075736				KEH25812	
OG0075737				KEH25486	
OG0075738				KEH26571	
OG0075739				KEH26041	
OG0075740				KEH26191	
OG0075741				KEH26245	
OG0075742				KEH25101	
OG0075743				KEH25958	
OG0075744				KEH27056	
OG0075745				KEH24832	
OG0075746				KEH25065	
OG0075747				AES76258	
OG0075748				KEH25738	
OG0075749				AES74623	
OG0075750				KEH25533	
OG0075751				KEH27267	
OG0075752				AES76443	
OG0075753				AES74667	
OG0075754				KEH25881	
OG0075755				AES76629	
OG0075756				AES75721	
OG0075757				KEH26962	
OG0075758				KEH25936	
OG0075759				KEH25075	
OG0075760				KEH27078	
OG0075761				KEH25062	
OG0075762				AES74977	
OG0075763				KEH27091	
OG0075764				KEH27105	
OG0075765				AES76861	
OG0075766				AES77094	
OG0075767				KEH26735	
OG0075768				KEH25537	
OG0075769				KEH26951	
OG0075770				KEH25371	
OG0075771				KEH25846	
OG0075772				KEH26088	
OG0075773				AES76114	
OG0075774				AES76279	
OG0075775				AES75800	
OG0075776				AES76237	
OG0075777				KEH27120	
OG0075778				AES77146	
OG0075779				KEH25279	
OG0075780				KEH25756	
OG0075781				KEH26369	
OG0075782				KEH26761	
OG0075783				AES75872	
OG0075784				KEH24802	
OG0075785				KEH26194	
OG0075786				KEH27155	
OG0075787				AES75605	
OG0075788				KEH26215	
OG0075789				KEH26010	
OG0075790				KEH26974	
OG0075791				KEH26644	
OG0075792				KEH26272	
OG0075793				KEH26539	
OG0075794				KEH26732	
OG0075795				AES75385	
OG0075796				AES75440	
OG0075797				KEH15287	
OG0075798				KEH17185	
OG0075799				KEH15851	
OG0075800				KEH15561	
OG0075801				KEH15778	
OG0075802				KEH15780	
OG0075803				KEH15860	
OG0075804				KEH15164	
OG0075805				KEH15176	
OG0075806				KEH17302	
OG0075807				KEH17304	
OG0075808				KEH17315	
OG0075809				KEH17309	
OG0075810				KEH17298	
OG0075811				KEH17306	
OG0075812				KEH17311	
OG0075813				KEH17303	
OG0075814				KEH17319	
OG0075815				KEH17320	
OG0075816				KEH17316	
OG0075817				KEH17296	
OG0075818				KEH15620	
OG0075819				KEH15318	
OG0075820				KEH15972	
OG0075821				KEH16459	
OG0075822				KEH16460	
OG0075823				KEH15473	
OG0075824				KEH15474	
OG0075825				KEH16225	
OG0075826				KEH16230	
OG0075827				KEH16227	
OG0075828				KEH15612	
OG0075829				KEH15613	
OG0075830				KEH15611	
OG0075831				KEH15238	
OG0075832				KEH15203	
OG0075833				KEH15868	
OG0075834				KEH16300	
OG0075835				KEH16299	
OG0075836				KEH16302	
OG0075837				KEH15132	
OG0075838				KEH15356	
OG0075839				KEH15550	
OG0075840				KEH15763	
OG0075841				KEH15764	
OG0075842				KEH17412	
OG0075843				KEH17408	
OG0075844				KEH17100	
OG0075845				KEH17097	
OG0075846				KEH17102	
OG0075847				KEH17106	
OG0075848				KEH15684	
OG0075849				KEH15683	
OG0075850				KEH15234	
OG0075851				KEH15503	
OG0075852				KEH15365	
OG0075853				KEH15394	
OG0075854				KEH15410	
OG0075855				KEH15223	
OG0075856				KEH16793	
OG0075857				KEH15493	
OG0075858				KEH15492	
OG0075859				KEH15321	
OG0075860				KEH15523	
OG0075861				KEH15862	
OG0075862				KEH16984	
OG0075863				KEH15449	
OG0075864				KEH16560	
OG0075865				KEH16563	
OG0075866				KEH16561	
OG0075867				KEH15629	
OG0075868				KEH15630	
OG0075869				KEH15379	
OG0075870				KEH15171	
OG0075871				KEH16627	
OG0075872				KEH15991	
OG0075873				KEH15219	
OG0075874				KEH16919	
OG0075875				KEH16376	
OG0075876				KEH15701	
OG0075877				KEH16240	
OG0075878				KEH16239	
OG0075879				KEH15583	
OG0075880				KEH15360	
OG0075881				KEH15556	
OG0075882				KEH15555	
OG0075883				KEH15557	
OG0075884				KEH15343	
OG0075885				KEH15344	
OG0075886				KEH15712	
OG0075887				KEH15443	
OG0075888				AES81405	
OG0075889				KEH23201	
OG0075890				AES80242	
OG0075891				AES80637	
OG0075892				KEH22504	
OG0075893				AES77808	
OG0075894				KEH23180	
OG0075895				AES81526	
OG0075896				KEH23560	
OG0075897				AES77226	
OG0075898				KEH21461	
OG0075899				KEH23644	
OG0075900				KEH22140	
OG0075901				KEH22518	
OG0075902				KEH22682	
OG0075903				AES79828	
OG0075904				AES78756	
OG0075905				AES82465	
OG0075906				AES81640	
OG0075907				AES78451	
OG0075908				AES82559	
OG0075909				AES81428	
OG0075910				KEH24471	
OG0075911				AES81756	
OG0075912				KEH24216	
OG0075913				AES81204	
OG0075914				AES78502	
OG0075915				AES81523	
OG0075916				KEH24519	
OG0075917				AES79363	
OG0075918				AES77367	
OG0075919				AES81536	
OG0075920				AES77557	
OG0075921				KEH23818	
OG0075922				AES80089	
OG0075923				AES79826	
OG0075924				AES79961	
OG0075925				KEH22272	
OG0075926				AES81255	
OG0075927				KEH23881	
OG0075928				KEH22580	
OG0075929				AES82789	
OG0075930				AES78450	
OG0075931				AES77251	
OG0075932				KEH21729	
OG0075933				KEH23250	
OG0075934				AES80728	
OG0075935				AES81324	
OG0075936				KEH23614	
OG0075937				KEH21967	
OG0075938				AES79238	
OG0075939				AES80941	
OG0075940				AES79110	
OG0075941				KEH21611	
OG0075942				KEH21591	
OG0075943				KEH22242	
OG0075944				AES82588	
OG0075945				KEH24056	
OG0075946				AES80580	
OG0075947				AES81789	
OG0075948				KEH23041	
OG0075949				KEH22512	
OG0075950				KEH22224	
OG0075951				KEH21710	
OG0075952				AES80018	
OG0075953				AES79653	
OG0075954				KEH22261	
OG0075955				KEH22854	
OG0075956				AES77474	
OG0075957				AES80726	
OG0075958				KEH23411	
OG0075959				KEH22057	
OG0075960				AES77807	
OG0075961				AES81241	
OG0075962				AES81352	
OG0075963				AES79878	
OG0075964				KEH22116	
OG0075965				AES77857	
OG0075966				AES82526	
OG0075967				AES79101	
OG0075968				AES82185	
OG0075969				AES81357	
OG0075970				KEH22922	
OG0075971				AES80571	
OG0075972				AES80855	
OG0075973				KEH21740	
OG0075974				KEH22451	
OG0075975				KEH23230	
OG0075976				AES82623	
OG0075977				KEH23898	
OG0075978				AES81635	
OG0075979				AES78529	
OG0075980				KEH23214	
OG0075981				KEH24165	
OG0075982				KEH21773	
OG0075983				AES79024	
OG0075984				KEH21907	
OG0075985				KEH23149	
OG0075986				KEH22438	
OG0075987				AES78958	
OG0075988				KEH23140	
OG0075989				KEH22040	
OG0075990				KEH23523	
OG0075991				KEH23069	
OG0075992				KEH22077	
OG0075993				AES79270	
OG0075994				KEH23160	
OG0075995				AES80327	
OG0075996				KEH23524	
OG0075997				AES77582	
OG0075998				AES82739	
OG0075999				KEH22058	
OG0076000				AES81240	
OG0076001				AES77338	
OG0076002				AES81270	
OG0076003				AES81942	
OG0076004				KEH24096	
OG0076005				AES82814	
OG0076006				AES77205	
OG0076007				AES82663	
OG0076008				KEH24270	
OG0076009				KEH24271	
